"taxa","V1","V2","popID"
"IA2132",1.26400407611746,-11.4661611982833,3
"IA5125",-0.262621140814489,-9.65962927467307,3
"IDS28",-0.878199146488016,-5.16125321178301,3
"IDS69",-1.18976910413461,-6.59995771258054,3
"IDS91",-2.44462159020542,-6.31633287266886,3
"IL101",1.73936517760063,-13.4724982134803,3
"IL14H",1.66871524701509,-13.9560376385522,3
"IL677A",1.64524463625519,-11.9182408678378,3
"K148",-1.81498818090509,-3.8295610111295,3
"K4",-1.07776246873636,-2.91001386925348,1
"K55",1.83086843985786,-2.50934700698388,3
"K64",-1.04510304250043,-4.6494154077228,3
"KI11",-8.19723476355044,6.88363259988015,2
"KI14",-11.2437059253155,6.86509505962178,2
"KI2021",-10.6339010945691,6.11381601474197,2
"KI21",-6.87224402707513,2.01820681726494,2
"KI3",-11.3398317148423,9.49841397585152,2
"KI43",-8.93415502680705,4.77195692735428,2
"KI44",-9.57033837627463,6.4808453766168,2
"KY21",-1.15620641613014,-2.28205010661788,3
"KY226",-2.75891213986959,0.00245532262530245,1
"KY228",-1.242553756378,-4.24888697862488,3
"L317",-2.18814666784687,-5.7741802480326,3
"L578",-4.42874026458749,0.493292297514666,3
"M14",4.41246285871911,-7.01957549145346,3
"M162W",-5.00869311864717,-1.97499443253982,1
"M37W",-6.49300277383184,1.07174178448914,2
"MEF156-55-2",0.454964316894847,-11.0725729200454,3
"MO17",-2.23107452273316,-9.06292719926942,3
"MO18W",-7.04558408926556,3.66177031339681,2
"MO1W",-1.7258870042355,-4.84498072348964,3
"MO24W",-4.92718563993947,-0.566626342313333,2
"MO44",3.15940495859738,-5.89529146306162,3
"MO45",-0.132430364458387,-2.73518910662209,1
"MO46",1.47869752972649,-1.74037683282897,3
"MO47",-0.94423791421103,-2.34595040279507,3
"MOG",-2.66150744515115,-2.38376416034989,3
"MP339",-0.775722159748486,-0.304316830808015,3
"MS1334",-2.85420184792604,-4.6387228700089,3
"MS153",3.31092322187227,-8.66650053021689,3
"MS71",2.69606092104543,-8.26187738481288,3
"MT42",0.505800562552175,-5.84562940303996,3
"N192",31.7835464146823,7.62484018858786,1
"N28HT",12.6921868926671,-0.878843317054629,3
"N6",0.394318982054921,-4.33785982365136,3
"N7A",8.66537388554694,-3.6222446713687,1
"NC222",-1.71977509229497,-2.00826578498855,3
"NC230",-0.099170672893507,-2.19894679760655,3
"NC232",-1.75777294366856,-2.96339898462532,3
"NC236",-0.749563750641535,-6.05824886216619,3
"NC238",-3.04683245803581,-3.26840421934014,3
"NC250",9.57996043721822,1.77232126401686,3
"NC258",-4.49319350019225,-10.8210521708844,3
"NC260",1.66147052680745,-5.78222754765651,3
"NC262",-5.30134490220542,-10.2611828108185,3
"NC264",-8.48423107987973,1.2404003803423,2
"NC290A",-4.04674810304047,-10.8750144499163,3
"NC294",25.9388261640288,11.1826485471983,1
"NC296",-12.6066349714018,18.3623075743087,2
"NC296A",-13.0434420800291,18.1784246276342,2
"NC298",-13.4837231960778,17.0761771913012,2
"NC300",-11.4339550915743,11.9138699976762,2
"NC302",-11.2618204433294,14.7311834650893,2
"NC304",-10.9158998070615,14.1015057829458,2
"NC306",27.0244239630036,12.4560836290973,1
"NC310",34.8955351875638,15.3742601907202,1
"NC314",20.0953089037209,9.59120124797646,1
"NC318",-6.56527324515614,0.502133753245915,2
"NC320",-7.79177040008966,0.833882723179701,2
"NC324",20.2088598919057,9.83337091846558,1
"NC326",37.1719806968392,16.2914920470938,1
"NC328",35.3379375147588,16.687121820596,1
"NC33",-2.0711587958156,-2.98760459450772,3
"NC336",-13.8687450532209,17.8622320180381,2
"NC338",-12.3478334590227,13.5972666271656,2
"NC340",-11.3376164326831,12.2112144753678,2
"NC342",2.61917317628103,-3.88991778900915,3
"NC344",-4.81188102923205,-10.8855929944799,3
"NC346",-12.7066317612985,16.9713929951706,2
"NC348",-13.5557139989978,16.6841678244778,2
"NC350",-11.8314580370939,13.5033924919816,2
"NC352",-13.7945174065811,17.5644952754114,2
"NC354",-12.7549132038497,15.5671064293457,2
"NC356",-10.6103771125828,8.82769774742713,2
"NC358",-10.2932630699355,10.5223941855963,2
"NC360",-7.21932873081753,-0.361679419392047,3
"NC362",-6.55550088405989,-4.67088443044288,3
"NC364",-6.79796669203091,-4.81920157239493,3
"NC366",-7.62284432118326,1.16926079007824,2
"NC368",24.4624196153778,10.8973477787458,1
"ND246",-1.69451512162483,-5.85074813748659,3
"OH40B",-0.279597375002058,-14.2246781476632,3
"OH43",1.39170861487706,-16.1457814990685,3
"OH43E",0.543356009033278,-14.9440995625266,3
"OH603",-0.95955565614239,-3.49613048668582,3
"OH7B",3.6696055587071,-5.24324691180467,3
"OS420",4.18331416541272,-7.74408802716928,3
"P39",0.56878362062124,-16.100806992402,3
"PA762",0.0566639488161613,-15.4994827157723,3
"PA875",0.17222929802112,-2.81338337208396,3
"PA880",-0.999991771752672,-4.5675623262454,3
"PA91",-0.0537305451937917,-10.5965605067313,3
"R109B",3.84648441530819,-2.33955451659268,1
"R168",1.882059432427,-8.40688516519105,3
"R177",1.15638237054992,-9.06517511421635,3
"R229",31.7026019142807,17.0769048962598,1
"R4",3.81411995065196,-5.16148818444032,3
"SA24",-0.52411671060304,-5.43897839730676,3
"SC213R",-5.22180311909905,-1.33303448720611,3
"SC357",-4.15934547181359,-1.53393354704228,3
"SC55",-6.17602856524132,-2.3182994059621,2
"SD40",4.64921673881017,-2.0281090999851,1
"SD44",-0.935373852421945,-4.31238460563325,3
"SG1533",-2.64176867890518,-4.70034822995768,1
"SG18",0.141179500158024,-3.36026437242701,3
"T232",-0.566224672250763,-2.39866331564044,3
"T234",-0.352686530428715,-2.67205690727676,3
"T8",-1.95596913845977,-3.62883430428511,3
"TX303",-5.0732766941145,2.8136497254562,3
"TX601",-9.35758826771703,7.19639589534941,2
"TZI10",-9.92457341238866,6.97684918860352,2
"TZI11",-6.63386870224858,4.62023249055403,2
"TZI16",-1.74581363270208,3.75242683940108,2
"TZI18",-9.15661522059562,7.4243577942168,2
"TZI25",4.30691764988985,8.60385988398487,2
"TZI8",-10.5516147407574,7.81647600378034,2
"TZI9",-9.20007668054274,6.54266824813922,2
"U267Y",-4.5670075900458,0.837042355441494,3
"VA102",-2.48994773476571,-6.12662174236711,3
"VA14",-1.26689696714297,-6.51969170760176,3
"VA17",0.649168605615929,-5.66988431970427,3
"VA22",-1.29163175559169,-5.047908792486,3
"VA26",0.568451128875978,-10.9400114704461,3
"VA35",-1.5563276027479,-6.15520985705963,3
"VA59",-3.34950991223151,-7.6847092355806,3
"VA85",-0.189651975458377,-9.80159885392269,3
"VA99",3.15242062246035,-7.77951410214139,3
"VAW6",-1.0693153834382,-2.83887785105876,3
"W117HT",-1.68404282561749,-3.60119261880241,3
"W153R",-0.225080132674747,-5.84568319340151,3
"W182B",-0.0665029602088371,-7.6160535762866,3
"W22",2.44302734566573,-6.87181837185207,3
"W22R-RSTD",2.35082491358261,-6.10069527326852,3
"W64A",2.09020202813026,-5.1318592370768,3
"WD",-0.101649779927339,-4.02391119429874,3
"WF9",1.45085273187997,-7.44252385069104,3
"YU796NS",-1.12283695262762,-7.06928771109063,3
